ADDRESS,LOCATION,CITY,FAI ID,ASSET TAG,ASSET TYPE,MANUFACTURER,MODEL,SERIAL,MANUFACTURER DATE,CONDITION,CREATED,DATE OF BIRTH,NOTES,POWER SOURCE,SOURCE,TEMP ALERT TAG,UNIQUE FIELDS,STATE,ZIP,AMPS,VOLTAGE,WATTAGE,REFRIGERANT CHARGE,REFRIGERANT UNIT,REFRIGERANT TYPE,AREA,SUB AREA,PHOTO TYPE (1),PHOTO URL (1),PHOTO TYPE (2),PHOTO URL (2),PHOTO TYPE (3),PHOTO URL (3)
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,322955,4586084,HOT HOLDING CABINET,HATCO CORPORATION,FSD-1 FLAV -R-SAVOR,,,4,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,787277,7728339,MICROWAVE CONVECTION,1 - MANUFACTURER NOT LISTED,0,,,3,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,623481,1983738,COFFEE/TEA BREWER,BUNN,DUAL TF DBC120208V FLK,DUAL168489,02/01/2016,4,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,514850,3762152,COFFEE/TEA BREWER,1 - manufacturer not listed,0,,,4,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,774079,7358113,COFFEE/TEA BREWER,BUNN,TF SERVER 15G MECH GEN3,TFC1120309,,4,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,581141,1036161,Dispensers,GOLD MEDAL,5300P,5300P63682,03/01/2024,4,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,249811,7550190,COFFEE/TEA BREWER,1 - manufacturer not listed,0,89660 RX,,4,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,377746,5449368,ESPRESSO MACHINE,CURTIS,0,,,4,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,246413,8633773,COFFEE/TEA BREWER,BUNN,TF SERVER 15G MECH GEN3,TFC1120267,,4,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,358607,5785687,COFFEE/TEA BREWER,1 - MANUFACTURER NOT LISTED,0,,,4,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,881177,8096887,ELECTRICAL PANEL,NETGEAR,,GS108T V2H1,,3,10/22/2025,,Fair,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BEHIND CASH REGISTER,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,688637,9164991,2 Door Upright Reach-In Freezer,1 - MANUFACTURER NOT LISTED,L085UAGX,11J0270,,4,10/21/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,12.5,OZ,R-404A,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,665158,3597059,ELECTRICAL PANEL,1 - MANUFACTURER NOT LISTED,0,,,4,10/21/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,375504,4185957,Monitor,SAMSUNG,0,,,3,10-21-2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,883300,5977931,Cash/Drop Box,HYOSUNG,0,,,4,10/21/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,712982,4652414,2 Door Upright Reach-In Freezer,"DRYERS GRAND ICE CREAM, INC",SD-575KE,22A0460709,,4,10/21/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,549245,1981186,Printer/Machine,aaron process,ZQ610,X7J0N210501197,,2,10-21-2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,660086,8835373,ELECTRICAL PANEL,NETGEAR,PROSAFE GS108T,,,2,10-23-2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,821590,4214348,ELECTRICAL PANEL,EATON,0,,,3,10/23/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,539898,3997281,ELECTRICAL PANEL,1 - MANUFACTURER NOT LISTED,0,,,2,10/27/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BACK OFFICE / BUSINESS OFFICE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,983794,8077999,FIRE SUPPRESSION SYSTEM KIT/HOOD,CAPTIVEAIRE SYSTEMS,5424 ND2,,,3,10-23-2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,FRONT PREP AREA,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,748564,8574680,BOS (Back office Computer),APC,0,,,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BACK OFFICE / BUSINESS OFFICE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
